Gene	t1_gene_score	t1_SIEG_score
SCAND2	0	-0.43962773
ENPP1	-0.003349706	-0.452246209
ZNF576	0.517003163	1.743458728
TARSL2	0	-0.43962773
ZNF814	0	-0.43962773
MMP7	-0.059260959	-0.699958843
OBFC2A	-0.060310288	-0.700876579
QPCT	0	-0.43962773
PIGB	0	-0.43962773
RABGAP1L	0	-0.43962773
CLDN5	-0.025724024	-0.556454192
CLOCK	2.1024923	8.556144576
LOC646762	0	-0.43962773
KCNE3	-0.050532854	-0.657220237
C14orf21	0.909374195	3.431693699
ITGA11	-0.076652739	-0.776323882
OLFM2	0	-0.43962773
STON1	-0.0119469	-0.4890563
RCCD1	0.126755298	0.099939571
EPHA4	0	-0.43962773
HSPB6	-0.023722011	-0.547349389
SPATA13	0.961518284	3.711693381
PLEKHG4	0	-0.43962773
C17orf75	0	-0.43962773
WDR54	0.068176434	-0.130675648
FLT4	-0.08447936	-0.807705094
LOC283070	0	-0.43962773
FAM18B2	0	-0.43962773
KCNK5	-0.073408881	-0.76315407
C7orf64	0	-0.43962773
PCYOX1L	-0.021919741	-0.529795336
TMEM186	0.438108195	1.44604936
DUSP4	0	-0.43962773
BTBD12	0.084672603	-0.068344801
ZNF440	0	-0.43962773
ZNF16	0	-0.43962773
ZNF304	0.044574582	-0.243465942
PELI3	0	-0.43962773
SDK1	0	-0.43962773
LCN2	-0.003379583	-0.468086481
RNF24	0.107672258	0.013622348
BBS9	0.120480601	0.0787337
FAM69A	0	-0.43962773
NCRNA00116	1.168345408	4.556461856
SLC29A3	0	-0.43962773
GMFG	-0.210699843	-1.343294041
IFT74	0.046520225	-0.244502969
FAM119B	0	-0.43962773
ZNF187	0.250552944	0.628627868
PVRL4	0.048226775	-0.244518062
DENND5B	0.092029952	-0.052150425
DCLRE1C	0.643725653	2.291201011
HMCN1	-0.060572945	-0.69508306
KRT80	0.062874217	-0.189431045
ITGAE	0	-0.43962773
APOBEC3G	-0.228189945	-1.419160877
MME	-0.014738253	-0.503073954
SPAG16	0	-0.43962773
LOC728554	0.5241562	1.781227827
SFXN2	-0.022574467	-0.532480011
C21orf63	0	-0.43962773
ARHGAP24	0.191306512	0.369252384
CDKN1C	0.065043769	-0.162030425
ZNF747	0	-0.43962773
SLC38A7	0.392911203	1.256190926
ZNF780B	0.08853815	-0.068060147
TSNARE1	0.104506382	0.010453042
FANCD2	2.845376858	11.68232068
ZNF473	0.231070909	0.527003608
TMC8	-0.200678934	-1.297606298
PHTF1	0	-0.43962773
MLF1	-0.049172207	-0.649747432
ALPK3	0	-0.43962773
SSBP2	0.03039402	-0.305634078
MEIS3P1	0.143136332	0.178991593
SHANK2	0.015805521	-0.3778447
EFNA4	0.2044379	0.424442115
SNX22	0.048970769	-0.230968606
ERICH1	0	-0.43962773
ETV1	-0.010499837	-0.483399198
C12orf43	0	-0.43962773
SHROOM4	0.064636934	-0.157008182
ANKRD49	0.049195297	-0.225398763
MORN2	0.210105915	0.46152707
PAWR	0.195486529	0.384644902
ST6GALNAC2	0	-0.43962773
CHMP4C	0.09444743	-0.049239906
APITD1	0.050757498	-0.219873876
CHKB	0	-0.43962773
DMKN	0	-0.43962773
CUTC	0	-0.43962773
APBB3	0.421954956	1.357259577
PRR3	0.504154905	1.704815462
WRN	1.100146961	4.26155241
TMEM44	0	-0.43962773
SNORA8	0.225551026	0.524402527
GRHL2	0.064509368	-0.179772928
NUP35	0.696940517	2.5474264
KIAA1161	-0.007240367	-0.470378707
PKP2	0.162848508	0.243641802
ERG	-0.059745192	-0.705839131
CCNB2	2.729387082	11.17628062
IRF8	-0.280540166	-1.637975512
ZNF343	0	-0.43962773
SUSD1	0	-0.43962773
SFMBT1	0	-0.43962773
PXMP2	-0.115708144	-0.936176886
RORC	0.085174204	-0.084964616
C1orf131	1.486983472	5.907840865
HBA2	0	-0.43962773
RRAGB	0.130279567	0.117634812
ZC3H12C	0	-0.43962773
ACBD4	1.404994511	5.536965748
DOK1	0	-0.43962773
MAN1C1	0.076159138	-0.124207926
PCGF1	0.354616597	1.084038951
SYTL4	0	-0.43962773
PCDH12	-0.067528303	-0.735519276
TBC1D12	0.233645444	0.584569406
ZNF516	0	-0.43962773
BOLA1	0.556113936	1.931707367
ZMYM5	0.166406942	0.25785817
CBWD3	0	-0.43962773
EIF2C4	1.42932991	5.687026858
BMP2K	0.607844305	2.153260691
GNA15	-0.114611704	-0.94176767
PRUNE2	-0.056834491	-0.692614546
C4orf32	-0.03707379	-0.599060992
FBXL15	1.255813518	4.937295978
MAML2	1.180251257	4.602856595
LMO2	-0.008163332	-0.483792867
ASPN	-0.002166396	-0.448760868
ZNF227	0	-0.43962773
MAPK8IP1	0.173851551	0.306163701
PLEKHB1	0	-0.43962773
TGFBRAP1	1.676454501	6.716794292
ARMCX1	0.146887423	0.184752104
ZNF254	0	-0.43962773
DPY19L3	1.045417804	4.044983427
NHEJ1	0	-0.43962773
EFHC1	0.049716599	-0.220549676
METTL14	1.321136018	5.241895711
NTRK2	0.034134504	-0.297453474
RPL26L1	1.012849674	3.905460673
C8orf41	-0.021442302	-0.53334622
NR4A2	-0.038635891	-0.607309391
PPP1R3D	-0.15653153	-1.108540156
HSD17B7	0	-0.43962773
SERPINB8	-0.033761762	-0.588228057
ZNF529	0.021838314	-0.350330072
C9orf72	0	-0.43962773
TBP	0.291088234	0.79583408
AK3L1	0	-0.43962773
CCDC23	0.787100278	2.908450279
PTGES	-0.038165812	-0.605639368
TMEM204	-0.055719948	-0.688593212
ZNF281	1.398453677	5.527737206
OSBPL7	0	-0.43962773
ZNF75A	0	-0.43962773
METRN	0.16688121	0.265533868
AUH	0.966870444	3.675095244
RCAN2	0.474762573	1.576227286
KLHL15	0.018671486	-0.363074007
TMPRSS2	0.079389173	-0.1114777
CD58	0	-0.43962773
SPHK1	-0.005437205	-0.467156193
F8	1.007779621	3.866526396
VRK1	2.064987714	8.373599466
LATS1	2.30226454	9.409536106
TBPL1	0.044880387	-0.240819991
ZSWIM7	0.820766071	3.038905398
ELOVL7	0.06642041	-0.15951083
ANKRA2	0.117832942	0.082701804
OTUD6B	0.543129356	1.879549191
IFT88	0.154304904	0.213504399
TBCEL	0.660857442	2.40117141
RABL2A	0	-0.43962773
TMEM53	-0.011346247	-0.484779568
RAB33B	0.28446805	0.773176642
DNAJC24	0	-0.43962773
LRFN3	0.067920408	-0.151648174
C16orf45	0.146927214	0.185989768
SDHAF1	1.335395502	5.286107209
NUDT1	3.024949897	12.46037318
ZNF462	0.067298971	-0.149335697
DOCK10	-0.169255099	-1.162800318
FUZ	0.068144294	-0.151118682
SMPD2	0	-0.43962773
TBKBP1	0	-0.43962773
TRPV2	-0.044749322	-0.628951015
LOC100132287	0.829118402	3.095011592
GPATCH1	0	-0.43962773
KATNAL1	0.073715643	-0.131199043
CNPY4	0.038531853	-0.282079561
RUFY2	0.463449094	1.558915265
ZFAT	0	-0.43962773
C19orf52	1.246113476	4.875147301
NETO2	0.011233715	-0.384416062
FDX1L	1.842744972	7.438577766
SRRD	0	-0.43962773
C5orf30	0	-0.43962773
ZNF346	0	-0.43962773
PASK	0	-0.43962773
RNFT1	0	-0.43962773
SLC30A6	1.461186518	5.796397182
MOSC1	0.028773823	-0.315832922
KCNMA1	-0.051660003	-0.674665894
PCDH7	-0.023319569	-0.540422426
TOE1	0.056516963	-0.19670389
NDUFAF4	0.363831425	1.105849386
FAM98C	0.458518048	1.507833715
JAK3	-0.276387328	-1.624429831
MAGOHB	2.126270948	8.634979647
NPHP4	-0.072950927	-0.77227792
ZNF780A	0	-0.43962773
WDR5B	0	-0.43962773
TDRKH	0	-0.43962773
PCNXL2	0	-0.43962773
SMAGP	0.022104111	-0.349768469
SMYD3	0	-0.43962773
MAP1LC3B2	0	-0.43962773
DNAJB5	-0.038578624	-0.60003829
C1orf58	1.995834292	8.096968053
KIF2C	2.75811673	11.30157457
POLR2J4	-0.052349456	-0.665643529
IPW	0.484036165	1.623821113
NPTXR	0	-0.43962773
ZNF397OS	0.348995254	1.048947823
CSAD	0.367641751	1.132539243
UGCG	0.989435289	3.797448625
CNN1	-0.043751446	-0.633503313
SLC26A6	0.336205529	1.005218636
LMLN	0.085848364	-0.075696839
MAP3K10	0.199579471	0.415174637
UBE2D4	0.129652291	0.114013428
ZC3H6	0.96273538	3.676285516
CETN3	0.401305978	1.269143507
ZNF720	0.179864346	0.336720679
PAQR3	0.318028744	0.928578574
CCDC34	0.886589835	3.343567959
MED19	0.023880951	-0.332569643
TBC1D3	0.144507446	0.177469784
MYO9A	2.052150992	8.360640197
TRIM23	0.666588849	2.414275501
TMOD2	0.006511724	-0.410521534
TRMT61B	0.047131003	-0.241941115
C7orf60	-0.034132708	-0.580361281
TMEM37	-0.019422555	-0.524600976
C11orf80	-0.041616762	-0.618597724
CSPP1	0.469410995	1.546039245
CDC42EP2	0	-0.43962773
EFS	-0.044120979	-0.642134155
HEATR3	0.816292308	3.045566121
IFT81	0.053342721	-0.206226963
KCNS3	0	-0.43962773
CABLES2	0.835290889	3.122278102
ICOSLG	0	-0.43962773
ZNF700	0.166708881	0.269034001
CXorf36	-0.108777257	-0.9151134
FAM76B	0.758210681	2.79320455
CDH13	-0.053367056	-0.659651972
C14orf102	0	-0.43962773
CD37	-0.289528313	-1.678089413
STX2	-0.021183891	-0.531359362
RUNX3	-0.21125582	-1.346174118
RDH13	0	-0.43962773
TNFRSF19	0	-0.43962773
ADAM8	-0.144962885	-1.063661607
NAPB	-0.047925463	-0.654620443
MTERFD3	0.10289367	-0.001351845
APOBEC3C	0.006542447	-0.414006113
SLC24A1	0.173439464	0.301276472
PARP16	0	-0.43962773
FIGNL1	2.41959889	9.856760338
HSF2	0.380883652	1.180900477
MANEAL	0	-0.43962773
TMEM126A	0.48758425	1.652270563
THAP6	0.103883434	0.010606535
B3GALTL	0	-0.43962773
RNF166	-0.031608513	-0.575353804
PPIL3	0	-0.43962773
METTL2B	0.844750794	3.142966284
DGAT2	-0.020356416	-0.533561716
EPPK1	0.118989511	0.054909365
PLXDC1	-0.115024554	-0.946291685
HCK	-0.29339999	-1.695405854
KIAA0586	0.934758159	3.565188644
CCDC125	0.001195405	-0.436377946
FAM120C	0	-0.43962773
KIAA1274	-0.016836834	-0.511275158
TXNL4B	0.061803829	-0.18006086
PGF	0.071400053	-0.13689463
XRCC3	1.412190998	5.584670574
QPRT	0	-0.43962773
C5orf53	2.231689792	9.056938956
AMDHD2	0.352084932	1.073837273
CENPBD1	0	-0.43962773
PTBP2	0.01718148	-0.366000052
TEAD4	0	-0.43962773
PMS1	0.022717741	-0.342957499
DNAJB14	1.56413599	6.251187137
PIGA	0	-0.43962773
FHDC1	-0.118720405	-0.961688109
TSPYL5	0	-0.43962773
ARHGAP11A	2.516597536	10.26912508
KIAA1712	0.025526568	-0.329110824
TFCP2L1	0.049866312	-0.229569534
ORAOV1	-0.067542397	-0.731942717
RNASEH1	1.288886543	5.050716523
PIR	0	-0.43962773
CTU2	1.477312094	5.888610641
SMYD4	0	-0.43962773
GLI3	-0.086704375	-0.82252012
GEN1	2.200014	8.933756596
KIAA1704	0.387622058	1.230042202
EML1	-0.036807698	-0.595132478
UBXN7	1.521764647	6.058227284
SPATA2L	0.368617212	1.130207498
TRERF1	-0.010840497	-0.489418192
EZH2	2.654924475	10.86349601
MKS1	0	-0.43962773
RAB17	-0.016867742	-0.509750051
EHD3	0	-0.43962773
ACOT2	0.014176323	-0.378225272
C1orf226	0	-0.43962773
TMTC2	0.020874133	-0.342345553
CENPC1	0.615294156	2.211233076
UHMK1	1.475840614	5.864233809
FAM118B	0	-0.43962773
BRCA1	2.515465891	10.26127197
SLC35E2	0	-0.43962773
TMEM99	0	-0.43962773
ZNF839	0	-0.43962773
MOSPD1	0	-0.43962773
DOCK5	0.258496413	0.658971092
FAM105A	0	-0.43962773
CRYZL1	0.359757712	1.072176285
LRCH3	1.652395055	6.621248792
DUSP12	0.517795163	1.781083656
CITED4	0	-0.43962773
FBXL4	0.237986434	0.588230752
C7orf47	1.523810045	6.101434303
ARHGAP39	0.079242807	-0.103958504
C6orf129	2.019068736	8.201813681
TYRO3	0	-0.43962773
SETD6	0	-0.43962773
LIG4	0	-0.43962773
TATDN3	0	-0.43962773
TLR2	-0.14852556	-1.074879018
C5orf28	0.263168272	0.661275452
CCDC88B	-0.101059114	-0.881606744
MAP2	0	-0.43962773
MSI2	0.052399149	-0.211356976
TRAF1	-0.120209167	-0.950184293
NINL	0	-0.43962773
KALRN	0	-0.43962773
ZNF248	0.013341792	-0.382454239
C20orf29	0.019688308	-0.35848283
FAM165B	0.268073523	0.69320516
UBXN2A	0.79187503	2.927391269
SLC12A8	-0.011939211	-0.491810786
KIAA1549	0	-0.43962773
INO80C	0	-0.43962773
C11orf1	0.099535009	-0.006811685
DCAF4	0	-0.43962773
SLC44A4	0.042154994	-0.266218266
LCMT2	0	-0.43962773
GPATCH2	0.965841236	3.676263263
ZNF407	0.761448337	2.817641245
FTHL3	0.296663386	0.833202729
MTMR11	0	-0.43962773
RNF216L	0	-0.43962773
TIFA	0	-0.43962773
ZNF589	0	-0.43962773
FAM98B	1.241894141	4.862326339
HEPH	-0.048804203	-0.65252571
COL7A1	0.014059729	-0.395674513
ADAMTSL4	-0.060933298	-0.694861799
ZBTB6	0.752330733	2.77787755
ELOVL6	0	-0.43962773
C14orf104	0.019688308	-0.35848283
SUSD2	0	-0.43962773
ZNF226	0.01718148	-0.366000052
ZNF710	0.670413292	2.427856295
TXNDC16	-0.022801591	-0.535305426
NAT14	0.237643754	0.570248367
CHCHD4	0.23073486	0.550338283
RAB28	0	-0.43962773
HSD17B8	-0.019510075	-0.526782997
PPOX	0.425311326	1.376795757
C9orf150	0	-0.43962773
C14orf169	0	-0.43962773
ME1	0.005115852	-0.415985093
APOO	0.229905653	0.536420102
OCEL1	1.356830818	5.322611718
ATG16L2	0.475893142	1.581126742
C14orf126	0	-0.43962773
MITF	0.055005281	-0.204994873
RHBDD1	0.58836743	2.085041235
ACVR2B	0.009318172	-0.397936083
MERTK	0	-0.43962773
TMEM184A	0.183695506	0.337649872
KATNA1	0.638165663	2.286621538
C16orf52	0.201009182	0.439356579
TFAP4	1.139044064	4.443592283
EID2	0	-0.43962773
C9orf140	1.580912907	6.291232114
DMD	-0.039515684	-0.614120101
DUSP10	0	-0.43962773
PTCH1	0	-0.43962773
TTC9C	0	-0.43962773
GTF2H2C	0.117331668	0.066250394
FLI1	-0.242220225	-1.474507004
PIGP	0	-0.43962773
RMI1	1.142535385	4.422744299
PLK1S1	0	-0.43962773
AHI1	0.022222329	-0.345481024
ZBTB9	0	-0.43962773
KIAA1467	0	-0.43962773
SETD4	0	-0.43962773
LOC90784	0	-0.43962773
RBM4B	0	-0.43962773
CRYBG3	0.166460852	0.278569815
SETMAR	-0.013881406	-0.496955036
SUV39H1	1.367071426	5.40044528
ZNF668	0.573973113	2.041476993
TBC1D24	0	-0.43962773
TMEM48	1.939714922	7.819189964
BOC	-0.026889989	-0.553977888
ITGAX	-0.260078831	-1.551506743
PLA2G6	0.374753326	1.153911488
ITGB6	0.110133019	0.017180685
MLYCD	0.138587482	0.141815072
ZCCHC10	0.050278612	-0.210706354
ZNF496	0.020857416	-0.341399132
NLRP1	-0.035451542	-0.591521738
TLR4	-0.087585385	-0.808994332
GMCL1	1.598453759	6.377847495
AASS	0	-0.43962773
DHRS13	0.026436855	-0.325169747
LOC678655	0.078668792	-0.113716997
PTGR2	0.144310061	0.168917947
GCNT1	-0.026816716	-0.555517384
TRIM68	0	-0.43962773
QPCTL	0.421151329	1.384779755
HIST2H4A	-0.033312312	-0.585022655
TRNT1	0.024812698	-0.337826706
LRRC37A	0	-0.43962773
FES	-0.016836834	-0.511275158
NUDT2	0.415525149	1.320262499
PDLIM4	-0.032274985	-0.58059866
IKBKE	-0.007855727	-0.484817237
ERO1LB	-0.042435572	-0.6397151
MED26	0.519080531	1.797297652
SNAI2	-0.085247339	-0.810436662
SDSL	0.643634863	2.272213054
C1orf52	0.561859134	1.943043655
SNIP1	0.274929498	0.73253182
EFHD1	0.020955362	-0.348903209
FANCC	0.033682072	-0.293801686
JRKL	0.049195297	-0.225398763
ICAM2	-0.080799462	-0.792290992
MRPS17	2.332636111	9.52209968
ZNF268	-0.024641169	-0.548850637
SH2D3C	-0.057991982	-0.690617561
SLA	-0.194690595	-1.270126224
KLHL36	0	-0.43962773
KIAA1324	-0.058445072	-0.696825603
PALMD	0	-0.43962773
AMPD3	0	-0.43962773
APBA3	0.797953335	2.982986594
DTWD1	0.111890658	0.046915373
C7orf55	0.900553199	3.392538586
NICN1	0.81318906	3.019518891
AURKA	2.357084051	9.58796147
PPP3CC	0	-0.43962773
ZBTB34	0.196667746	0.398241644
C5orf41	2.365961019	9.683560721
IRF5	-0.047710796	-0.641116394
MLF1IP	2.319311062	9.434634692
ASB3	0.100241175	-0.007916054
IQCK	0.006517415	-0.415509558
MFSD8	0.112439887	0.030022346
BAMBI	0	-0.43962773
C16orf48	0.942732763	3.582137207
DPCD	0.114639156	0.050559146
YAF2	0	-0.43962773
FGD1	0	-0.43962773
BCL2L12	2.543115304	10.41153956
IL27RA	-0.107944476	-0.901077145
EDNRA	-0.060479069	-0.70601381
COMMD1	1.132988308	4.403580345
ADAP1	-0.094762147	-0.850423065
PIGF	0	-0.43962773
TMEM80	0.066823923	-0.154420934
ZSWIM1	0	-0.43962773
RRAGC	0.905406808	3.405774798
FAM84A	0	-0.43962773
TUBG2	0	-0.43962773
SLC30A1	0.166727619	0.268030802
NCKAP1L	-0.339650291	-1.894544414
HCFC2	1.207678724	4.730874173
ID4	0.05443119	-0.215992762
ALKBH2	1.654341367	6.653944272
CYB5R4	0.241183926	0.581409322
MPP7	0.09858061	-0.026140758
KCNK1	0.035176047	-0.303356986
ARHGAP10	0	-0.43962773
DLL4	-0.094737454	-0.848439513
CDC42BPG	0.111762341	0.02107484
MTHFSD	0.068143422	-0.133210657
LMF1	1.23326815	4.796336487
ZNF74	0	-0.43962773
ZNF518B	0	-0.43962773
ZNF506	0	-0.43962773
MRVI1	-0.089826697	-0.835914385
NUAK2	0	-0.43962773
LIMS1	1.57419899	6.284568432
PTS	0.108922211	0.022197679
MLLT3	0	-0.43962773
BOLA3	1.7085475	6.852957624
SETDB2	0	-0.43962773
EIF4EBP3	1.063866935	4.081911094
KIAA0895L	0.269993759	0.709781483
RAB43	0	-0.43962773
C1orf96	1.184669767	4.599760823
DAAM2	0.032357165	-0.295782442
PCBD2	0.047508936	-0.238191922
ZNF805	0	-0.43962773
RGS19	-0.078273348	-0.776028646
SLC44A3	0	-0.43962773
LRP12	0.020688845	-0.355030295
GNPDA2	0.32234186	0.948153764
SCLY	-0.157210463	-1.114260843
SP140L	-0.14082344	-1.048695203
YIPF6	0.642686754	2.282500993
FAM109B	0	-0.43962773
MST4	0.208453711	0.443750508
RAD9A	0.487213481	1.651453789
KCTD7	0.390501505	1.223367103
DHFR	0.862585392	3.239838552
IQGAP3	2.050736595	8.286980953
BTN2A2	-0.0053488	-0.462823702
AP4E1	0.776063086	2.885431132
GTDC1	0	-0.43962773
FCHSD1	0	-0.43962773
DHX35	0.118013942	0.069882825
LYRM5	0.551999507	1.891945241
RAMP3	0.058117547	-0.194707591
SCRN3	-0.030368515	-0.571862009
MPHOSPH6	0.962816608	3.660313151
TRIM56	1.109235666	4.318339825
LOC729991	1.120977265	4.350483037
ITGAL	-0.296587435	-1.704627436
GUCY1B3	0.040425434	-0.26096222
TCF7	0	-0.43962773
ALPL	0	-0.43962773
TMEM45A	-0.033285159	-0.58054672
IGFBP6	0	-0.43962773
MTCP1NB	0.236611894	0.564014944
TBCCD1	0.594105961	2.093005127
FAM43A	0	-0.43962773
ARMCX5	0	-0.43962773
CDKN2B	0.120911268	0.07244639
CCNF	2.583307886	10.55317982
GPR180	0.23222355	0.531825414
ZNF654	0.718511975	2.659813033
LAIR1	-0.273339714	-1.611760158
TIAM1	0	-0.43962773
NMT2	0	-0.43962773
AGR2	0.111020479	0.022472255
SYNJ1	1.234947611	4.86837315
STRADB	-0.01010113	-0.48501889
C14orf179	1.496169179	5.936948237
WDR89	0	-0.43962773
LYNX1	0	-0.43962773
GIMAP5	-0.205905392	-1.322120454
GPSM1	-0.016836834	-0.511275158
SURF2	1.565535	6.286845951
ALKBH4	0.871774496	3.28383964
ATAD2B	1.528811854	6.078407681
SETBP1	0.656386239	2.375925283
E2F1	2.147871919	8.7136956
PLEK	-0.226380734	-1.406115132
TRMT12	0	-0.43962773
ZNF28	0.072861093	-0.131853783
HDDC3	0.750595258	2.75435672
COX10	0.300143958	0.819804971
DDX31	-0.017300106	-0.515110626
NDN	0.335650583	0.994828901
CDCA5	2.747365219	11.25151112
CYB561D1	0	-0.43962773
ALG6	0.17192634	0.29026938
GCH1	0	-0.43962773
TRAPPC2	0.262112039	0.656856946
LPAR2	0.068699155	-0.153771875
C4orf10	0	-0.43962773
PPM1D	0	-0.43962773
GRK5	-0.072305293	-0.751154139
CAPRIN2	0	-0.43962773
DOCK11	-0.030033288	-0.566881514
KCTD13	0	-0.43962773
ACTG2	-0.034885191	-0.592135917
ANKS3	0.692812283	2.508685469
PRKCDBP	-0.022367147	-0.535915334
PHKA1	0	-0.43962773
PIAS4	0.315126181	0.900053004
AZGP1	0.059354715	-0.189004817
GPATCH3	0.815927707	3.038917044
CHTF18	2.479966637	10.13640048
CCDC106	0.444019068	1.463216947
KIAA1826	0	-0.43962773
RILPL1	0	-0.43962773
KLF12	0	-0.43962773
NEK1	0.837090101	3.148504397
ELMOD3	0.096718554	-0.030052603
DOHH	1.304173553	5.149309892
KCNAB2	-0.042966429	-0.624783617
TMCO7	0.366618421	1.106937719
LRFN4	0.590174726	2.063507364
HIST1H2BD	-0.035250055	-0.593696166
SEPSECS	-0.034023236	-0.594066719
NFATC1	-0.02811385	-0.560214922
TRNAU1AP	0.303645468	0.875078357
FYB	-0.328021962	-1.845006703
CNO	0	-0.43962773
ZNF143	1.049310059	4.00426548
MRPS18C	0.877722586	3.312106802
ACP6	0	-0.43962773
GTPBP10	0	-0.43962773
SLC25A42	0.683420342	2.479289839
ABHD8	0.403023906	1.29032899
LRRC40	0.448693138	1.473473127
TUSC1	0	-0.43962773
GEMIN7	1.94434282	7.891516277
ZNF91	0.082103494	-0.082181361
ZNF526	0.245138972	0.605709121
SCAPER	0.844616736	3.158677919
WBP4	0.020857416	-0.341399132
TTC13	0.628121266	2.241454697
ADAMTS9	0.024309176	-0.32958676
ARHGEF37	0	-0.43962773
METT5D1	0	-0.43962773
B3GALNT1	0.036307111	-0.279645099
DYRK4	0	-0.43962773
LCP2	-0.342726887	-1.906944308
XYLT1	-0.027669081	-0.568302731
CWF19L2	0.145222989	0.188724341
RHPN1	0	-0.43962773
TMTC1	0	-0.43962773
SDPR	0.729355688	2.673873931
C15orf52	0	-0.43962773
PROCR	0.178361092	0.321788144
LPXN	-0.214608766	-1.355554423
MICA	-0.014331308	-0.499371743
RAMP2	-0.036791308	-0.6002451
EXTL2	0	-0.43962773
HDAC8	0	-0.43962773
GNG2	-0.003495086	-0.456433324
PAQR8	0	-0.43962773
PITPNM2	0	-0.43962773
C9orf30	0.020657414	-0.351104654
ZFP41	0.104506382	0.010453042
INPP5E	0.188858082	0.358698302
INHBB	-0.040750894	-0.619703135
CCDC101	0.672995558	2.435517314
GABBR1	-0.056122543	-0.695237388
DCP1B	0.096402079	-0.008784836
MPV17L2	1.048673885	4.053449573
RRP8	0.423383911	1.367243942
THAP3	1.29681277	5.104578842
COL8A2	-0.042459396	-0.631158908
MYO1F	-0.294774895	-1.700860699
UBE2E2	0	-0.43962773
ZNF267	0.131831691	0.117933117
ARHGEF19	0.214597166	0.470397991
RFC3	1.727338606	6.905898935
USP18	-0.077793163	-0.776819935
PODN	-0.070885105	-0.753411839
C13orf1	0	-0.43962773
SYNGAP1	-0.039954973	-0.616213647
FKRP	0	-0.43962773
ZNF133	0	-0.43962773
DPP8	2.210366137	9.023464662
SVIP	-0.105165324	-0.898503451
C10orf137	0.561161804	1.95971788
C15orf38	0	-0.43962773
FARP2	0	-0.43962773
TFDP2	0	-0.43962773
CDKAL1	0.065043769	-0.162030425
SMARCD3	0.069260184	-0.144987013
NTHL1	1.50641301	6.040418545
CHKB-CPT1B	0.817963615	3.053979133
RNF214	0.135646344	0.124849486
RAPGEFL1	0.134385993	0.120113579
TRMU	1.011855264	3.914649293
BBS10	0.278347246	0.761453788
NCRNA00219	1.182938555	4.643074812
TAF6L	0.41417109	1.316125356
SMCR7	0.615337753	2.185376915
NFKBIL2	2.133391115	8.651700083
ALKBH3	0	-0.43962773
KBTBD4	0.912933867	3.487202061
C6orf70	0.107399846	0.023430676
RNMTL1	0.509794081	1.743245887
C15orf23	2.007578338	8.114122817
EPHB2	0.020675301	-0.352230599
ZNF408	0.495199706	1.699115801
CD36	-0.054799858	-0.675466853
GRB7	0.109569202	0.016485004
JAK2	0.132227574	0.134452826
TMEM79	-0.072684298	-0.751589748
NDUFAF1	0.137894795	0.145784743
DCLRE1A	0.090555664	-0.058839799
NSUN5P2	0.758961635	2.797147956
ERI1	0.223785187	0.532478793
ETAA1	0	-0.43962773
NPHP3	0.277474558	0.734776549
SNED1	0.101202766	-0.007462201
IFI27L2	0.076583803	-0.119970845
PITPNC1	0	-0.43962773
MOBKL2B	0	-0.43962773
UPF3B	0.529136222	1.82939
LRRC57	0.227953268	0.534790494
IL17RA	-0.002053293	-0.451354754
PARP8	0	-0.43962773
CALHM2	-0.065502812	-0.728563716
SLC7A7	-0.157225727	-1.110849702
TLE4	0	-0.43962773
EPB41L4B	0.022444533	-0.352264475
COMMD8	0	-0.43962773
GIMAP6	-0.208424118	-1.330331408
C10orf72	0.487360124	1.632460737
LOC93622	0	-0.43962773
KLHL28	1.241281614	4.882222582
KIAA1731	1.191862579	4.634896439
TSPAN12	0.000770504	-0.441683728
ASF1B	2.424915637	9.878831932
ZFAND2A	0	-0.43962773
EEF1E1	0	-0.43962773
COX19	0	-0.43962773
TOR2A	0.034795197	-0.297984648
ERMAP	0.120220352	0.062477053
PLXDC2	-0.06021325	-0.693760932
PEX3	0.312904396	0.903804824
ALS2CL	-0.033574141	-0.588964595
DDX28	0.552201441	1.941133468
ZNF195	0	-0.43962773
KCNQ1	-0.039292479	-0.612347573
LRRC20	0	-0.43962773
C2orf43	0	-0.43962773
GCAT	0.149324876	0.189999238
RAPGEF3	0.459471816	1.528663801
ZNF468	0	-0.43962773
ACVR2A	-0.025829405	-0.549542124
LMOD1	-0.05924569	-0.708506268
LRRC61	0	-0.43962773
ZNF75D	0.377386778	1.165301497
TPST1	0	-0.43962773
COL4A5	-0.020658069	-0.52855798
SOCS2	0	-0.43962773
CRLF3	0.693689517	2.512235125
SLC35A3	0.22276337	0.499548118
RASD1	-0.016809082	-0.516121066
ZNF524	1.038171978	3.991489614
TTF2	1.849879335	7.434893982
RNF219	0.668487606	2.401819356
ZNF434	0	-0.43962773
STX8	0.421992943	1.335659063
C12orf47	0.937011884	3.58923443
DCBLD1	-0.070811284	-0.738558951
C10orf4	0	-0.43962773
FLNC	-0.0106452	-0.485391086
GTF2IRD2	0.484835076	1.614845218
MRPS31	0.35229091	1.069682698
FANCL	0.59629324	2.084702964
RECQL4	1.64936497	6.624581325
CLDN3	-0.002010687	-0.455696181
C17orf39	0	-0.43962773
PRKAR1B	0	-0.43962773
MS4A7	-0.181213383	-1.213208078
LOC146880	0.727383228	2.669886305
DEPDC5	0.029338603	-0.313368886
SERGEF	0.69592544	2.521108083
ATPAF2	0.307648526	0.866535111
PALB2	1.63752442	6.533782564
MFAP2	-0.031273342	-0.582472614
AGTPBP1	0	-0.43962773
